Date,ORCL,TSLA,IBM,AAPL,MSFT
2021-11-09,94.58999633789062,1023.5,120.8499984741211,150.80999755859375,335.95001220703125
2021-11-10,93.83000183105469,1067.949951171875,120.22000122070312,147.9199981689453,330.79998779296875
2021-11-11,94.04000091552734,1063.510009765625,120.2699966430664,147.8699951171875,332.42999267578125
2021-11-12,93.54000091552734,1033.4200439453125,118.95999908447266,149.99000549316406,336.7200012207031
2021-11-15,94.0199966430664,1013.3900146484375,118.87000274658203,150.0,336.07000732421875
2021-11-16,95.61000061035156,1054.72998046875,118.45999908447266,151.0,339.510009765625
2021-11-17,95.33000183105469,1089.010009765625,118.05999755859375,153.49000549316406,339.1199951171875
2021-11-18,94.66000366210938,1096.3800048828125,116.66000366210938,157.8699951171875,341.2699890136719
2021-11-19,93.97000122070312,1137.06005859375,116.05000305175781,160.5500030517578,343.1099853515625
2021-11-22,94.61000061035156,1156.8699951171875,116.47000122070312,161.02000427246094,339.8299865722656
2021-11-23,92.94000244140625,1109.030029296875,116.79000091552734,161.41000366210938,337.67999267578125
2021-11-24,93.58000183105469,1116.0,116.7300033569336,161.94000244140625,337.9100036621094
2021-11-26,92.33000183105469,1081.9200439453125,115.80999755859375,156.80999755859375,329.67999267578125
2021-11-29,92.94000244140625,1136.989990234375,118.5,160.24000549316406,336.6300048828125
2021-11-30,90.73999786376953,1144.760009765625,117.0999984741211,165.3000030517578,330.5899963378906
2021-12-01,89.75,1095.0,116.91999816894531,164.77000427246094,330.0799865722656
2021-12-02,89.98999786376953,1084.5999755859375,116.9000015258789,163.75999450683594,329.489990234375
2021-12-03,88.23999786376953,1014.969970703125,118.83999633789062,161.83999633789062,323.010009765625
2021-12-06,88.94000244140625,1009.010009765625,119.91000366210938,165.32000732421875,326.19000244140625
2021-12-07,90.05000305175781,1051.75,121.58000183105469,171.17999267578125,334.9200134277344
2021-12-08,88.94000244140625,1068.9599609375,123.0199966430664,175.0800018310547,334.9700012207031
2021-12-09,88.7699966430664,1003.7999877929688,123.56999969482422,174.55999755859375,333.1000061035156
2021-12-10,102.62999725341797,1017.030029296875,124.08999633789062,179.4499969482422,342.5400085449219
2021-12-13,100.88999938964844,966.4099731445312,122.58000183105469,175.74000549316406,339.3999938964844
2021-12-14,99.88999938964844,958.510009765625,123.76000213623047,174.3300018310547,328.3399963378906
2021-12-15,103.6500015258789,975.989990234375,123.11000061035156,179.3000030517578,334.6499938964844
2021-12-16,103.22000122070312,926.9199829101562,125.93000030517578,172.25999450683594,324.8999938964844
2021-12-17,96.62000274658203,932.5700073242188,127.4000015258789,171.13999938964844,323.79998779296875
2021-12-20,91.63999938964844,899.9400024414062,127.05999755859375,169.75,319.9100036621094
2021-12-21,91.51000213623047,938.530029296875,128.97000122070312,172.99000549316406,327.2900085449219
2021-12-22,89.86000061035156,1008.8699951171875,129.75,175.63999938964844,333.20001220703125
2021-12-23,89.72000122070312,1067.0,130.6300048828125,176.27999877929688,334.69000244140625
2021-12-27,89.54000091552734,1093.93994140625,131.6199951171875,180.3300018310547,342.45001220703125
2021-12-28,88.6500015258789,1088.469970703125,132.6300048828125,179.2899932861328,341.25
2021-12-29,88.20999908447266,1086.18994140625,133.35000610351562,179.3800048828125,341.95001220703125
2021-12-30,88.01000213623047,1070.3399658203125,133.91000366210938,178.1999969482422,339.32000732421875
2021-12-31,87.20999908447266,1056.780029296875,133.66000366210938,177.57000732421875,336.32000732421875
